char	chai	code	pinyin	zijiset	encode
剞	大可刂	VuPwFj	jī	GB0	vpfj
剡	火②刂	LcKzFj	shàn_yǎn	GB0	lkfj
剥	氺刂	RkYqFj	bō_bāo_pū	GB0	ryfj
剧	尸古刂	OcYsFj	jù	GB0	oyfj
剩	禾匕刂	SvMpSkFj	shèng	GB0	smsf
剪	䒑⺝刂刀	NwXtFjFj	jiǎn	GB0	nxff
副	一口田刂	YaBlJaFj	fù_pì	GB0	ybjf
割	宀丰口刂	EiFdBlFj	gē	GB0	efbf
剽	覀示刂	AgLdFj	piāo_piào_piáo_biǎo_biāo	GB0	alfj
剿	巛田木刂	ZiJaIeFj	jiǎo_chāo	GB0	zjif
劁	隹灬刂	OdLcFj	qiāo_qiáo	GB0	olfj
劂	厂䒑欠刂	GjNwAmLsFj	jué	GB0	gnaf
劈	尸口辛刀	OcBlJrFj	pī_pǐ	GB0	objf
劐	艹隹又刂	DyOdBjFj	huō_huò_huá	GB0	dobf
劓	自田丌刂	FgJaDyFj	yì	GB0	fjdf
力	力	Vn	lì	GB0	vnn
劝	又力	BjVn	quàn	GB0	bvnj
办	力八	VnIs	bàn	GB0	visn
功	工力	HxVn	gōng	GB0	hvnx
加	力口	VnBl	jiā	GB0	vbln
务	夂力	KeVn	wù	GB0	kvne
劢	一力	YaFjVn	mài	GB0	yfvn
劣	𡭔丿力	DuJtVn	liè	GB0	djvn
动	云力	OgVn	dòng	GB0	ovng
助	且力	KxVn	zhù_chú	GB0	kvnx
努	女又力	WuBjVn	nǔ	GB0	wbvn
劫	土厶力	GmQjVn	jié	GB0	gqvn
劬	句力	WmVn	qú	GB0	wvnm
劭	刀口力	FjBlVn	shào	GB0	fbvn
励	厂一力	GjYaFjVn	lì	GB0	gyfv
劲	ス工力	BjHxVn	jìn_jìng	GB0	bhvn
劳	艹冖力	DyEiVn	láo	GB0	devn
劾	亥力	IfVn	hé_kài	GB0	ivnf
势	扌九丶力	UgSmHcVn	shì	GB0	ushv
勃	十冖子力	SrEiDxVn	bó	GB0	sedv
勇	龴力	QjOsVn	yǒng	GB0	qovn
勉	力	LbInVn	miǎn	GB0	livn
勋	口贝力	BlFmVn	xūn	GB0	bfvn
勐	子皿力	DxDoVn	měng	GB0	ddvn
勒	革力	PcVn	lēi_lè_lei	GB0	pvnc
勖	⺜目力	RhXnVn	xù_mào	GB0	rxvn
勘	㇗力	WnIsLfVn	kān	GB0	wilv
募	艹日大力	DyRhVuVn	mù_bó	GB0	drvv
勤	廿口龶力	DnBlFdVn	qín_qí	GB0	dbfv
勰	力③田心	VnHtJaQm	xié	GB0	vhjq
勹	勹	Jw	bāo	GB0	jww
勺	勹丶	JwHc	sháo_shuò_zhuó_dì	GB0	jhcw
勾	勹厶	JwQj	gōu_gòu	GB0	jqjw
勿	勹	JwWy	wù_mò	GB0	jwyw
匀	勹冫	JwQu	yún_jūn_yùn	GB0	jquw
包	勹巳	JwDp	bāo_páo_fú	GB0	jdpw
匆	勹丶	JwWyHc	cōng	GB0	jwhc
匈	勹㐅凵	JwOqKr	xiōng	GB0	jokr
匍	勹甫	JwIw	pú	GB0	jiww
匏	大一丂勹巳	VuYaElJwDp	páo	GB0	vyed
匐	勹一口田	JwYaBlJa	fú	GB0	jybj
匕	匕	Sk	bǐ_pìn	GB0	skk
化	亻	TnSk	huà_huā_huò	GB0	tskn
北	匕	MpSk	běi_bèi	GB0	mskp
匙	日匕	RhKqSk	shi_chí	GB0	rksk
匚	匚	Ao	fāng_fàng	GB0	aoo
匝	匚巾	AoZy	zā	GB0	azyo
匠	匚斤	AoXu	jiàng	GB0	axuo
匡	匚王	AoAh	kuāng_wāng	GB0	aaho
匣	匚甲	AoBk	xiá	GB0	abko
匦	匚九	AoGuSm	guǐ	GB0	agsm
匪	匚非	AoUz	fěi_fēi_fēn	GB0	auzo
匮	匚贝	AoHrFm	kuì_guì	GB0	ahfm
匹	匸儿	AoIn	pǐ	GB0	aino
区	匸㐅	AoOq	qū_ōu	GB0	aoqo
医	匸矢	AoNv	yī_yì	GB0	anvo
匾	匸户	AoAiNd	biǎn	GB0	aand
匿	匸艹𠂇口	AoDyLuBl	nì_tè	GB0	adlb
十	十	Sr	shí	GB0	srr
千	千	Uv	qiān	GB0	uvv
卅	卅	Kb	sà	GB0	kbb
升	丿廾	JtDy	shēng	GB0	jdyt
午	𠂉十	SfSr	wǔ	GB0	ssrf
卉	十廾	SrDy	huì	GB0	sdyr
半	丷	NwEn	bàn_pàn	GB0	nenw
华	亻十	TnSkSr	huá_huà_huā	GB0	tssr
协	十力八	SrVnIs	xié	GB0	svis
卑	白丿十	TkJtSr	bēi_bǐ_bì_pí_bān	GB0	tjsr
卒	亠人②十	FcJsKzSr	zú_cù_cuì	GB0	fjks
卓	⺊早	UrIr	zhuó_zhuō	GB0	uirr
单	丷田十	NwJaSr	dān_chán_shàn	GB0	njsr
卖	十乛⺀大	SrLfQuVu	mài	GB0	slqv
南	十冂	SrKrMk	nán_nā	GB0	skmk
博	十甫寸	SrIwDl	bó	GB0	sidl
卜	卜	Ur	bo_bǔ_pū	GB0	urr
卞	亠卜	FcUr	biàn_pán	GB0	furc
卟	口卜	BlUr	bǔ_jī	GB0	burl
占	⺊口	UrBl	zhàn_zhān_tiē	GB0	ublr
卡	⺊一卜	UrYaUr	kǎ_qiǎ	GB0	uyur
卢	⺊尸	UrOc	lú	GB0	uocr
卣	⺊囗コ	UrXvAo	yǒu	GB0	uxao
卤	⺊囗乂	UrXvOq	lǔ_xī	GB0	uxoq
卦	土②卜	GmKzUr	guà	GB0	gkur
卧	臣卜	SpUr	wò	GB0	surp
卩	卩	Pa	jié	GB0	paa
卫	一	PaYa	wèi	GB0	pyaa
卮	⺁一⺋	GjYaPa	zhī	GB0	gypa
卯	卯	Eh	mǎo	GB0	ehh
印	一卩	KyYaPa	yìn_yì	GB0	kypa
危	⺈厂⺋	HjGjPa	wēi	GB0	hgpa
即	卩	VoPa	jí	GB0	vpao
却	土厶卩	GmQjPa	què	GB0	gqpa
卵	卵	Vj	luǎn_kūn	GB0	vjj
卷	丷夫⺋	NwZoPa	juǎn_juàn_quán_quān_gǔn_jùn	GB0	nzpa
卸	卩	FpPa	xiè	GB0	fpap
卺	乛水一⺋	LfYqYaPa	jǐn	GB0	lyyp
卿	卯艮	EhQp	qīng	GB0	eqph
厂	厂	Gj	chǎng_hǎn_yán_ān	GB0	gjj
厄	厂⺋	GjPa	è_ě	GB0	gpaj
厅	厂丁	GjIx	tīng	GB0	gixj
历	厂力	GjVn	lì	GB0	gvnj
厉	厂一	GjYaFj	lì	GB0	gyfj
压	厂土丶	GjGmHc	yā_yà	GB0	gghc
厌	厂犬	GjNc	yàn	GB0	gncj
厍	厂车	GjGu	shè	GB0	gguj
厕	厂贝刂	GjFmFj	cè_si	GB0	gffj
厘	厂里	GjVp	lí_chán	GB0	gvpj
厚	厂日子	GjRhDx	hòu	GB0	grdx
厝	厂龷日	GjDnRh	cuò_jí	GB0	gdrh
原	厂白小	GjTkDu	yuán	GB0	gtdu
厢	厂木目	GjIeXn	xiāng	GB0	gixn
厣	厂犬甲	GjNcBk	yǎn	GB0	gnbk
厥	厂䒑欠	GjNwAmLs	jué	GB0	gnal
厦	厂一自夊	GjYaFgKe	shà_xià	GB0	gyfk
厨	厂豆寸	GjHwDl	chú	GB0	ghdl
厩	厂旡	GjVoIv	jiù	GB0	gviv
厮	厂斤	GjWnIsXu	sī	GB0	gwix
厶	厶	Qj	sī_mǒu	GB0	qjj
去	土厶	GmQj	qù_qū	GB0	gqjm
县	且厶	KxQj	xiàn	GB0	kqjx
叁	厶大三	QjVuRm	sān	GB0	qvrm
参	厶大彡	QjVuWy	cān_cēn_shēn	GB0	qvwy
又	又	Bj	yòu	GB0	bjj
叉	又丶	BjHc	chā_chá_chǎ_chà	GB0	bhcj
及	及	Wo	jí	GB0	woo
友	𠂇又	LuBj	yǒu	GB0	lbju
双	又②	BjKz	shuāng	GB0	bkjz
反	⺁又	GjBj	fǎn_fàn	GB0	gbjj
发	又丶	AmBjHc	fā_fà	GB0	abhc
叔	⺊一小又	UrYaDuBj	shū	GB0	uydb
取	耳又	WiBj	qǔ_qū	GB0	wbji
受	爫冖又	PuEiBj	shòu_dào	GB0	pebj
变	亠又	FcLcBj	biàn	GB0	flbj
叙	人又	JsSvBj	xù	GB0	jsbj
叛	丷⺁又	NwEnGjBj	pàn	GB0	negb
叟	臼丨又	VmWfBj	sǒu_sōu_xiāo	GB0	vwbj
叠	又③冖且	BjHtEiKx	dié	GB0	bhek
口	口	Bl	kǒu	GB0	bll
古	古	Ys	gǔ_gù_kū	GB0	yss
句	句	Wm	jù_gōu_gòu_qú	GB0	wmm
另	口力	BlVn	lìng	GB0	bvnl
叨	口刀	BlFj	dāo_dáo_tāo	GB0	bfjl
叩	口卩	BlPa	kòu	GB0	bpal
只	口八	BlIs	zhǐ_zhī	GB0	bisl
叫	口丩	BlAy	jiào	GB0	bayl
召	刀口	FjBl	zhào_shào	GB0	fblj
叭	口八	BlIs	bā_pā_ba	GB0	bisl
叮	口丁	BlIx	dīng	GB0	bixl
可	可	Pw	kě_kè_gē	GB0	pww
台	厶口	QjBl	tái_tāi_yí_sì	GB0	qblj
叱	口	BlSk	chì_huà_é	GB0	bskl
史	口	BlOq	shǐ	GB0	boql
右	𠂇口	LuBl	yòu	GB0	lblu
叵	匚口	AoBl	pǒ	GB0	ablo
叶	口十	BlSr	yè_xié	GB0	bsrl
号	口丂	BlEl	hào_háo_xiāo	GB0	bell
司	㇆一口	LfYaBl	sī_cí_sì	GB0	lybl
叹	口又	BlBj	tàn_yǐ_yòu	GB0	bbjl
叻	口力	BlVn	lè_lì	GB0	bvnl
叼	口㇆㇀	BlLfJt	diāo	GB0	bljt
叽	口几	BlId	jī_jiào	GB0	bidl
吁	口一	BlYaSr	xū_yū_yù	GB0	bysr
吃	口𠂉乙	BlSfUq	chī_qī	GB0	bsuq
各	各	Gy	gè_gě	GB0	gyy
吆	口幺	BlNf	yāo	GB0	bnfl
合	亼口	JgBl	hé_gě	GB0	jblg
吉	士口	GhBl	jí	GB0	gblh
吊	口巾	BlZy	diào	GB0	bzyl
同	冂一口	KrYaBl	tóng_tòng	GB0	kybl
名	夕口	PfBl	míng_mìng	GB0	pblf
后	⺁一口	GjYaBl	hòu	GB0	gybl
吏	一口	YaBlOq	lì	GB0	yboq
吐	口土	BlGm	tǔ_tù	GB0	bgml
向	向	Uf	xiàng	GB0	uff
吒	口丿七	BlJtMd	zhā_zhà	GB0	bjmd
吓	口一卜	BlYaUr	xià_hè_hà	GB0	byur
吕	口②	BlKz	lǚ	GB0	bklz
吖	口丷丨	BlNwWf	yā_ā	GB0	bnwf
吗	口马	BlSo	ma_má_mǎ	GB0	bsol
君	丿口	RkJtBl	jūn	GB0	rjbl
吝	文口	KgBl	lìn	GB0	kblg
吞	一大口	YaVuBl	tūn_tiān	GB0	yvbl
吟	口亽	BlJgLf	yín_yǐn_jìn	GB0	bjlf
吠	口犬	BlNc	fèi	GB0	bncl
吡	口匕②	BlSkKz	bǐ_bì_pǐ	GB0	bskk
吣	口心	BlQm	qìn	GB0	bqml
否	不口	ZvBl	fǒu_pǐ	GB0	zblv
吧	口巴	BlGi	ba_bā_pā	GB0	bgil
吨	口一	BlYaAm	dūn_tún_tǔn	GB0	byam
吩	口八刀	BlIsFj	fēn_pèn	GB0	bifj
含	亽口	JgLfBl	hán_hàn	GB0	jlbl
听	口斤	BlXu	tīng_yǐn_yí	GB0	bxul
吭	口亠几	BlFcId	kēng_háng_hàng	GB0	bfid
吮	口厶儿	BlQjIn	shǔn	GB0	bqin
启	户口	AiBl	qǐ	GB0	abli
吱	口支	BlSy	zhī_zī_qì	GB0	bsyl
吲	口弓丨	BlJeWf	yǐn_shěn	GB0	bjwf
吴	口一大	BlYaVu	wú_tūn	GB0	byvu
吵	口𡭔丿	BlDuJt	chǎo_chāo_miǎo_chào	GB0	bdjt
吸	口及	BlWo	xī	GB0	bwol
吹	口欠	BlLs	chuī_chuì	GB0	blsl
吻	口勹	BlJwWy	wěn	GB0	bjwy
吼	口子乚	BlDxLf	hǒu	GB0	bdlf
吾	五口	MbBl	wú_yú_yá	GB0	mblb
呀	口牙	BlMs	ya_yā_xiā	GB0	bmsl
呃	口厂⺋	BlGjPa	è_e_ài	GB0	bgpa
呆	口木	BlIe	dāi_bǎo_ái	GB0	biel
呈	口王	BlAh	chéng_kuáng_chěng	GB0	bahl
告	⺧口	ZfBl	gào_jū_gù	GB0	zblf
呋	口夫	BlZo	fū	GB0	bzol
呐	口冂人	BlKrJs	nà_nè_na_nuò_ne	GB0	bkjs
呒	口无	BlIv	wǔ_ḿ	GB0	bivl
呓	口艹乙	BlDyUq	yì	GB0	bduq
呔	口大丶	BlVuHc	dāi_tǎi	GB0	bvhc
呕	口匸㐅	BlAoOq	ǒu_ōu_òu	GB0	baoq
呖	口厂力	BlGjVn	lì	GB0	bgvn
呗	口贝	BlFm	bei_bài	GB0	bfml
员	口贝	BlFm	yuán_yùn_yún	GB0	bfml
呙	口冂人	BlKrJs	guō	GB0	bkjs
呛	口人⺋	BlJsPa	qiāng_qiàng	GB0	bjpa
呜	口乌	BlYw	wū	GB0	bywl
呢	口尸匕	BlOcSk	ne_ní_nǐ_nī	GB0	bosk
呤	口亽龴	BlJgQj	lìng_líng	GB0	bjqj
呦	口幺力	BlNfVn	yōu	GB0	bnvn
周	⺆土口	KrGmBl	zhōu	GB0	kgbl
呱	口瓜	BlXj	gū_guā_guǎ	GB0	bxjl
呲	口匕	BlPeSk	cī_cí_zī	GB0	bpsk
味	口未	BlGo	wèi_mèi	GB0	bgol
呵	口可	BlPw	hē_hā_ā_a_kē_huō_á_à	GB0	bpwl
呶	口女又	BlWuBj	náo_ná_nǔ	GB0	bwbj
呷	口甲	BlBk	gā_xiā_jiǎ	GB0	bbkl
呸	口不一	BlZvYa	pēi	GB0	bzya
呻	口日丨	BlRhWf	shēn	GB0	brwf
呼	口丿丷	BlJtNwSr	hū_xiāo_xū_hè_xià	GB0	bjns
命	亼口卩	JgBlPa	mìng	GB0	jbpa
咀	口且	BlKx	jǔ_zuǐ	GB0	bkxl
咂	口匚巾	BlAoZy	zā	GB0	bazy
咄	口屮凵	BlAmKr	duō	GB0	bakr
咆	口勹巳	BlJwDp	páo	GB0	bjdp
咋	口乍	BlMf	zǎ_zé_zhā_zhà	GB0	bmfl
和	禾口	SvBl	hé_hè_hú_huó_huò_huo	GB0	sblv
咎	夂卜口	KeUrBl	jiù_gāo	GB0	kubl
咏	口丶	BlHcYq	yǒng	GB0	bhyq
咐	口亻寸	BlTnDl	fù_fú	GB0	btdl
咒	吅几	WhId	zhòu	GB0	widh
咔	口⺊一卜	BlUrYaUr	kā_kǎ_nòng	GB0	buyu
咕	口古	BlYs	gū_gu	GB0	bysl
咖	口力口	BlVnBl	kā_gā_jiā	GB0	bvbl
咙	口龙	BlPd	lóng	GB0	bpdl
咚	口夂⺀	BlKeQu	dōng	GB0	bkqu
咛	口宀丁	BlEiIx	níng	GB0	beix
咝	口纟②	BlZjKz	sī	GB0	bzkj
咣	口光	BlNg	guāng_gōng	GB0	bngl
咤	口宀丿七	BlEiJtMd	zhà	GB0	bejm
咦	口大弓	BlVuJe	yí_xī	GB0	bvje
咧	口歹刂	BlLwFj	liě_liē_liè_lié_lie	GB0	blfj
咨	冫欠口	QuLsBl	zī	GB0	qlbl
咩	口羊	BlMk	miē_mie	GB0	bmkl
咪	口米	BlEu	mī_mǐ_miē_mǎi	GB0	beul
咫	尸㇏口八	OcHcBlIs	zhǐ	GB0	ohbi
咬	口六乂	BlSuOq	yǎo_jiāo_yāo_jiǎo	GB0	bsoq
咭	口士口	BlGhBl	jī_xī_qià	GB0	bgbl
咯	口各	BlGy	gē_kǎ_lo_luò_kā	GB0	bgyl
咱	口自	BlFg	zán_zá_zǎ_zan	GB0	bfgl
咳	口亥	BlIf	ké_hāi_hái_gāi	GB0	bifl
咴	口𠂇火	BlLuLc	huī_hái	GB0	bllc
咸	戊一口	VwYaBl	xián_jiǎn_jiān	GB0	vybl
咻	口亻木	BlTnIe	xiū_xǔ_xiāo_xù	GB0	btie
咽	口囗大	BlXvVu	yàn_yān_yè_yuān	GB0	bxvu
咿	口亻丿	BlTnRkJt	yī	GB0	btrj
哀	衣口	PsBl	āi	GB0	pbls
品	品	Ub	pǐn	GB0	ubb
哂	口西	BlAg	shěn	GB0	bagl
哄	口龷八	BlDnIs	hǒng_hōng_hòng	GB0	bdis
哆	口夕②	BlPfKz	duō_chǐ_zhà_chì_duò_diě	GB0	bpkf
哇	口土②	BlGmKz	wa_wā_guī_huá_wá	GB0	bgkm
哈	口亼口	BlJgBl	hā_hǎ_hà_hē_hé_tà_shà	GB0	bjbl
哉	十戈口	SrCuBl	zāi	GB0	scbl
哌	口⺁	BlGjPs	pài_gū	GB0	bgps
响	口向	BlUf	xiǎng	GB0	bufl
哎	口艹乂	BlDyOq	āi	GB0	bdoq
哏	口艮	BlQp	gén_hěn_ǹ	GB0	bqpl
哐	口匚王	BlAoAh	kuāng_qiāng	GB0	baah
哑	口一业	BlYaEo	yǎ_yā	GB0	byeo
哒	口大辶	BlVuMe	dá_dā	GB0	bvme
哓	口一儿	BlCuYaIn	xiāo	GB0	bcyi
哔	口匕②十	BlSkKzSr	bì	GB0	bsks
哕	口山夕	BlWrPf	huì_yuě	GB0	bwpf
哗	口亻十	BlTnSkSr	huā_huá	GB0	btss
哙	口人云	BlJsOg	kuài	GB0	bjog
哚	口几木	BlIdIe	duǒ	GB0	biie
哜	口齐	BlAp	jì	GB0	bapl
哝	口冖	BlEiPs	nóng	GB0	beps
哞	口厶牛	BlQjZf	mōu	GB0	bqzf
哟	口纟勹丶	BlZjJwHc	yō_yo	GB0	bzjh
哥	可②	PwKz	gē	GB0	pkwz
哦	口丿扌戈	BlJtUgCu	ó_é_ò	GB0	bjuc
哧	口土	BlGmLc	chī_xià_hè	GB0	bglc
哨	口⺌⺝	BlDuXt	shào_sāo_xiāo_xiào_sào	GB0	bdxt
哩	口里	BlVp	lī_li_lì_lǐ_mái_yīng	GB0	bvpl
哪	口㇆阝	BlLfEnPr	nǎ_na_né_nuó_nǎi_nà_niè_něi	GB0	blep
哭	吅犬	WhNc	kū	GB0	wnch
哮	口耂子	BlMoDx	xiāo_xiào_xuē	GB0	bmdx
哲	扌斤口	UgXuBl	zhé	GB0	uxbl
哳	口扌斤	BlUgXu	zhā	GB0	buxu
哺	口甫	BlIw	bǔ_bū_fǔ	GB0	biwl
哼	口了	BlIhDf	hēng_hng	GB0	bidf
哽	口一日	BlYaRhOq	gěng_yǐng_yìng_ńg_ń	GB0	byro
哿	力口可	VnBlPw	gě	GB0	vbpw
唁	口言	BlOm	yàn	GB0	boml
唆	口厶八夊	BlQjIsKe	suō_shuà	GB0	bqik
唇	辰口	UeBl	chún_zhēn_zhèn	GB0	uble
唉	口厶矢	BlQjNv	āi_ài_ǎi	GB0	bqnv
唏	口㐅𠂇巾	BlOqLuZy	xī_xiè	GB0	bolz
唐	广肀口	HbZkBl	táng	GB0	hzbl
唑	口人②土	BlJsKzGm	zuò_shì	GB0	bjkg
唔	口五口	BlMbBl	wú_wù_ńg_ḿ_ń	GB0	bmbl
唛	口龶夂	BlFdKe	mà_mài	GB0	bfke
唠	口艹冖力	BlDyEiVn	láo_lào	GB0	bdev
唢	口⺌贝	BlDuFm	suǒ	GB0	bdfm
唣	口白七	BlTkMd	zào	GB0	btmd
唤	口⺈大	BlHjKrVu	huàn	GB0	bhkv
唧	口卩	BlVoPa	jī_jié	GB0	bvpa
唪	口㇏	BlFdHcEn	fěng_běng	GB0	bfhe
唬	口虎	BlGp	hǔ_xiāo_guó_xià_háo	GB0	bgpl
售	隹口	OdBl	shòu_shú	GB0	obld
唯	口隹	BlOd	wéi_wěi	GB0	bodl
唰	口尸巾刂	BlOcZyFj	shuā	GB0	bozf
唱	口日②	BlRhKz	chàng	GB0	brkh
唳	口户犬	BlAiNc	lì	GB0	banc
唷	口⺝	BlOgXt	yō_yù	GB0	boxt
唼	口立女	BlOwWu	shà_qiè	GB0	bowu
唾	口千艹士	BlUvDyGh	tuò	GB0	budg
唿	口勹心	BlJwWyQm	hū	GB0	bjwq
啁	口⺆土口	BlKrGmBl	zhāo_zhōu_dāo_tiáo_diào	GB0	bkgb
啃	口止⺝	BlPeXt	kěn	GB0	bpxt
啄	口豕丶	BlTuHc	zhuó_zhòu	GB0	bthc
商	啇八口	CtIsBl	shāng	GB0	cibl
啉	口木②	BlIeKz	lín_lán_lèn	GB0	bike
啊	口阝可	BlPrPw	a_ā_á_ǎ_à_è	GB0	bppw
啐	口亠人②十	BlFcJsKzSr	cuì_zú_zá_è_chuài	GB0	bfjs
啕	口勹缶	BlJwFp	táo	GB0	bjfp
啖	口火②	BlLcKz	dàn	GB0	blkc
啜	口又④	BlBjUt	chuài_chuò_zhuó	GB0	bbuj
啡	口非	BlUz	fēi_pèi_pái_pēi_bài	GB0	buzl
啤	口白丿十	BlTkJtSr	pí	GB0	btjs
啥	口人	BlJsZm	shá_shà	GB0	bjzm
啦	口扌立	BlUgOw	la_lā	GB0	buow
啧	口龶贝	BlFdFm	zé	GB0	bffm
啪	口扌白	BlUgTk	pā	GB0	butk
啬	土丷囗口	GmNwXvBl	sè	GB0	gnxb
啭	口二丶	BlGuNpLfHc	zhuàn	GB0	bgnh
啮	口齿	BlNb	niè	GB0	bnbl
啵	口氵皮	BlYqRn	bō_bo	GB0	byrn
啶	口宀疋	BlEiKq	dìng	GB0	bekq
啷	口丶阝	BlHcVoPr	lāng	GB0	bhvp
啸	口肀八	BlZkFjIs	xiào	GB0	bzfi
啻	冖巾口	OwEiZyBl	chì_dì	GB0	oezb
啼	口冖巾	BlOwEiZy	tí	GB0	boez
啾	口禾火	BlSvLc	jiū	GB0	bslc
喀	口宀各	BlEiGy	kā_kè_ke	GB0	begy
喁	口田禸	BlJaXi	yóng_yú	GB0	bjxi
喂	口田一	BlJaYaPs	wèi	GB0	bjyp
喃	口十冂	BlSrKrMk	nán_nǎn	GB0	bskm
善	羊䒑口	MkNwBl	shàn	GB0	mnbl
喇	口束刂	BlFyFj	lǎ_lá_lā_la	GB0	bffj
喈	口匕②白	BlSkKzTk	jiē_xiè	GB0	bskt
喉	口亻矢	BlTnAoNv	hóu	GB0	btan
喊	口戊一口	BlVwYaBl	hǎn_kàn_jiān	GB0	bvyb
喋	口廿㇗木	BlDnLfIe	dié_zhá_qiè	GB0	bdli
喏	口艹𠂇口	BlDyLuBl	nuò_rě	GB0	bdlb
喑	口音	BlHn	yīn_yǐn_yìn	GB0	bhnl
喔	口尸至	BlOcEv	ō_wō_wū_o_ò	GB0	boev
喘	口山而	BlWrFh	chuǎn	GB0	bwfh
喙	口彑	BlUaTu	huì_zhòu	GB0	butu
喜	壴口	ErBl	xǐ_xī_chì	GB0	eblr
喝	口日勹亾	BlRhJwGf	hē_hè_yè_kài	GB0	brjg
喟	口田⺝	BlJaXt	kuì_huài	GB0	bjxt
喧	口宀一日一	BlEiYaRhYa	xuān_xuǎn	GB0	beyy
喱	口厂里	BlGjVp	lí	GB0	bgvp
喳	口木日一	BlIeRhYa	zhā_chā_zha	GB0	biry
喵	口艹田	BlDyJa	miāo	GB0	bdja
喷	口十艹贝	BlSrDyFm	pēn_pèn	GB0	bsdf
喹	口大土②	BlVuGmKz	kuí	GB0	bvgk
喻	口亼⺝刂	BlJgXtFj	yù_yú	GB0	bjxf
喽	口米女	BlEuWu	lóu_lou	GB0	bewu
喾	⺍冖⺧口	YqEiZfBl	kù	GB0	yezb
嗄	口一自夊	BlYaFgKe	á_shà_a_xià	GB0	byfk
嗅	口自犬	BlFgNc	xiù	GB0	bfnc
嗉	口龶糸	BlFdFu	sù	GB0	bffu
嗌	口皿	BlYqDo	ài_yì_wò	GB0	bydo
嗍	口䒑月	BlNwAmXt	suō_shuò	GB0	bnax
嗑	口土厶皿	BlGmQjDo	kē_kè_hé_xiá	GB0	bgqd
嗒	口艹亼口	BlDyJgBl	dā_tà_da	GB0	bdjb
嗓	口又③木	BlBjHtIe	sǎng	GB0	bbhi
嗔	口十	BlSrXnIs	chēn_tián	GB0	bsxi
嗖	口臼丨又	BlVmWfBj	sōu_sù_sòu	GB0	bvwb
嗜	口老日	BlMoRh	shì	GB0	bmrh
嗝	口鬲	BlDm	gé	GB0	bdml
嗟	口⺶工	BlMkHx	jiē_jiè_juē	GB0	bmhx
嗡	口八厶羽	BlIsQjKw	wēng_wěng	GB0	biqk
嗣	口㇆一口	BlNdLfYaBl	sì	GB0	bnlb
嗤	口屮一虫	BlAmYaHr	chī	GB0	bayh
嗥	口白大十	BlTkVuSr	háo	GB0	btvs
嗦	口十冖糸	BlSrEiFu	suo_suō	GB0	bsef
嗨	口氵𠂉母	BlYqSfUa	hāi_hēi	GB0	bysu
嗪	口㇏禾	BlFdHcSv	qín	GB0	bfhs
嗫	口耳又②	BlWiBjKz	niè	GB0	bwbk
嗬	口艹亻可	BlDyTnPw	hē	GB0	bdtp
嗯	口囗大心	BlXvVuQm	ń_ńg_ňg_ǹg_ň_ǹ	GB0	bxvq
嗲	口八乂夕②	BlIsOqPfKz	diē_diǎ	GB0	biop
嗳	口爫冖𠂇又	BlPuEiLuBj	āi_ǎi_ài	GB0	bpeb
嗵	口龴辶	BlQjOsMe	tōng	GB0	bqom
嗷	口龶攵	BlFdFjKd	áo	GB0	bffk
嗽	口束欠	BlFyLs	sòu_shuò_shù	GB0	bfls
嗾	口方𠂉矢	BlNsSfNv	sǒu	GB0	bnsn
嘀	口啇古	BlCtYs	dí_zhé_dī	GB0	bcys
嘁	口戊⺊一小	BlVwUrYaDu	qī_zú_zā	GB0	bvud
嘈	口一曲日	BlYaCmRh	cáo	GB0	bycr
嘉	壴力口	ErVnBl	jiā	GB0	evbl
嘌	口覀示	BlAgLd	piào_piāo	GB0	bald
嘎	口一自戈	BlYaFgCu	gā_gá_gǎ	GB0	byfc
嘏	古二コ又	YsOcNpAoBj	gǔ_jiǎ	GB0	yonb
嘘	口虍业	BlGpEo	xū_shī	GB0	bgeo
嘛	口麻	BlJp	ma_má	GB0	bjpl
嘞	口革力	BlPcVn	lei_lē	GB0	bpvn
嘟	口耂日阝	BlMoRhPr	dū	GB0	bmrp
嘣	口山月②	BlWrXtKz	bēng	GB0	bwxk
嘤	口贝②女	BlFmKzWu	yīng	GB0	bfkw
嘧	口宀心丿山	BlEiQmJtWr	mì	GB0	beqw
嘬	口日耳又	BlRhWiBj	chuài_zuō	GB0	brwb
嘭	口彡	BlErWy	pēng	GB0	bewy
嘱	口尸丿口禸	BlOcJtBlXi	zhǔ	GB0	bojx
嘲	口十早月	BlSrIrXt	cháo_zhāo	GB0	bsix
嘴	口匕⺈用	BlPeSkHjOs	zuǐ	GB0	bpso
嘶	口斤	BlWnIsXu	sī	GB0	bwix
嘹	口大丷日小	BlVuNwRhDu	liáo_liào	GB0	bvnd
嘻	口壴口	BlErBl	xī	GB0	bebl
嘿	口黑	BlXh	hēi_mò_mù	GB0	bxhl
噌	口丷囗⺌日	BlNwXvDuRh	cēng_chēng	GB0	bnxr
噍	口隹灬	BlOdLc	jiào_jiāo_jiū	GB0	bolc
噎	口士冖豆	BlGhEiHw	yē_yì_shà	GB0	bgeh
噔	口癶豆	BlIsHw	dēng	GB0	bihw
噗	口业⺶㇏	BlEoMkHc	pū	GB0	bemh
噘	口厂䒑欠	BlGjNwAmLs	juē	GB0	bgnl
噙	口人亠㐅凵禸	BlJsFcOqKrXi	qín	GB0	bjfx
噜	口鱼日	BlJdRh	lū	GB0	bjrh
